location,time,pv_measurement,preds
A,2022-11-29 22:00:00,0.0,0.0
B,2022-11-29 22:00:00,-0.0,0.0
A,2022-11-29 23:00:00,0.0,0.0
B,2022-11-29 23:00:00,-0.0,0.0
C,2022-11-29 23:00:00,-0.0,0.0
A,2022-11-30 00:00:00,0.0,0.0
C,2022-11-30 00:00:00,-0.0,0.0
B,2022-11-30 00:00:00,-0.0,0.0
C,2022-11-30 01:00:00,0.0,0.0
A,2022-11-30 01:00:00,0.0,0.0
B,2022-11-30 01:00:00,-0.0,0.0
B,2022-11-30 02:00:00,-0.0,0.0
A,2022-11-30 02:00:00,0.0,0.0
C,2022-11-30 02:00:00,0.0,0.0
A,2022-11-30 03:00:00,0.0,0.0
C,2022-11-30 03:00:00,0.0,0.0
B,2022-11-30 03:00:00,-0.0,0.0
C,2022-11-30 04:00:00,0.0,0.0
B,2022-11-30 04:00:00,-0.0,0.0
A,2022-11-30 04:00:00,0.0,0.0
A,2022-11-30 05:00:00,0.0,0.0
C,2022-11-30 05:00:00,0.0,0.0
B,2022-11-30 05:00:00,-0.0,0.0
C,2022-11-30 06:00:00,0.0,0.0
B,2022-11-30 06:00:00,-0.0,0.0
A,2022-11-30 06:00:00,0.0,0.0
B,2022-11-30 07:00:00,-0.0,0.0
A,2022-11-30 07:00:00,0.0,0.0
C,2022-11-30 07:00:00,0.0,0.01286458
B,2022-11-30 08:00:00,-0.0,0.042854473
A,2022-11-30 08:00:00,1.9800000000000002,1.372093
C,2022-11-30 08:00:00,0.0,0.0
A,2022-11-30 09:00:00,59.17999999999999,44.520115
B,2022-11-30 09:00:00,3.44159076429375,1.6568116
C,2022-11-30 09:00:00,0.0,0.37335116
B,2022-11-30 10:00:00,27.103774637103125,9.819556
A,2022-11-30 10:00:00,193.6,95.623024
C,2022-11-30 10:00:00,7.840000000000001,9.038754
C,2022-11-30 11:00:00,27.44,14.798847
B,2022-11-30 11:00:00,39.93303263179688,10.633246
A,2022-11-30 11:00:00,281.16,100.20439
C,2022-11-30 12:00:00,36.260000000000005,4.8188553
A,2022-11-30 12:00:00,146.3,83.38051
B,2022-11-30 12:00:00,21.158275097750003,7.8326244
A,2022-11-30 13:00:00,42.68,8.245348
C,2022-11-30 13:00:00,26.460000000000004,0.8468852
B,2022-11-30 13:00:00,3.2168378624656255,1.0328759
A,2022-11-30 14:00:00,0.0,0.0
C,2022-11-30 14:00:00,9.8,0.096923664
B,2022-11-30 14:00:00,-0.0,0.088356
B,2022-11-30 15:00:00,-0.0,0.06435662
C,2022-11-30 15:00:00,0.0,0.108213484
A,2022-11-30 15:00:00,0.0,0.0
C,2022-11-30 16:00:00,0.0,0.07403341
A,2022-11-30 16:00:00,0.0,0.0
B,2022-11-30 16:00:00,-0.0,0.05694364
C,2022-11-30 17:00:00,0.0,0.020839354
B,2022-11-30 17:00:00,-0.0,0.0
A,2022-11-30 17:00:00,0.0,0.0
C,2022-11-30 18:00:00,0.0,0.0
B,2022-11-30 18:00:00,-0.0,0.0
A,2022-11-30 18:00:00,0.0,0.0
C,2022-11-30 19:00:00,0.0,0.0
B,2022-11-30 19:00:00,-0.0,0.0
A,2022-11-30 19:00:00,0.0,0.0
A,2022-11-30 20:00:00,0.0,0.0
B,2022-11-30 20:00:00,-0.0,0.0
C,2022-11-30 20:00:00,0.0,0.0
A,2022-11-30 21:00:00,0.0,0.0
C,2022-11-30 21:00:00,0.0,0.0
B,2022-11-30 21:00:00,-0.0,0.0
C,2022-11-30 22:00:00,0.0,0.0
A,2022-11-30 22:00:00,0.0,0.0
B,2022-11-30 22:00:00,-0.0,0.0
C,2022-11-30 23:00:00,-0.0,0.0
A,2022-11-30 23:00:00,0.0,0.0
B,2022-11-30 23:00:00,-0.0,0.0
C,2022-12-01 00:00:00,-0.0,0.0
A,2022-12-01 00:00:00,0.0,0.0
B,2022-12-01 00:00:00,-0.0,0.0
C,2022-12-01 01:00:00,0.0,0.0
A,2022-12-01 01:00:00,0.0,0.0
B,2022-12-01 01:00:00,-0.0,0.0
A,2022-12-01 02:00:00,0.0,0.0
B,2022-12-01 02:00:00,-0.0,0.0
C,2022-12-01 02:00:00,0.0,0.0
A,2022-12-01 03:00:00,0.0,0.0
B,2022-12-01 03:00:00,-0.0,0.0
C,2022-12-01 03:00:00,0.0,0.0
A,2022-12-01 04:00:00,0.0,0.0
B,2022-12-01 04:00:00,-0.0,0.0
C,2022-12-01 04:00:00,0.0,0.0
B,2022-12-01 05:00:00,-0.0,0.0
C,2022-12-01 05:00:00,0.0,0.047774687
A,2022-12-01 05:00:00,0.0,0.0
C,2022-12-01 06:00:00,0.0,0.09186514
A,2022-12-01 06:00:00,0.0,0.0
B,2022-12-01 06:00:00,-0.0,0.0
C,2022-12-01 07:00:00,0.0,0.15518728
A,2022-12-01 07:00:00,0.0,0.0
B,2022-12-01 07:00:00,-0.0,0.0
C,2022-12-01 08:00:00,0.0,0.0024410398
A,2022-12-01 08:00:00,9.9,1.3753884
B,2022-12-01 08:00:00,-0.0,0.12968856
B,2022-12-01 09:00:00,2.39933127889375,4.9936533
A,2022-12-01 09:00:00,54.56,76.45861
C,2022-12-01 09:00:00,0.0,1.9211949
B,2022-12-01 10:00:00,20.8697688261875,18.733536
A,2022-12-01 10:00:00,276.76,381.52332
C,2022-12-01 10:00:00,8.82,19.799868
B,2022-12-01 11:00:00,27.053678445490625,22.468925
C,2022-12-01 11:00:00,24.5,29.72515
A,2022-12-01 11:00:00,215.82000000000002,671.51685
A,2022-12-01 12:00:00,170.5,673.015
B,2022-12-01 12:00:00,17.046377966228125,18.484339
C,2022-12-01 12:00:00,29.400000000000002,13.768871
A,2022-12-01 13:00:00,40.92,65.36707
B,2022-12-01 13:00:00,1.9122343893031253,1.7059574
C,2022-12-01 13:00:00,22.54,1.3525211
C,2022-12-01 14:00:00,7.840000000000001,0.13685162
B,2022-12-01 14:00:00,-0.0,0.1165237
A,2022-12-01 14:00:00,0.0,0.8895994
C,2022-12-01 15:00:00,0.0,0.2083054
B,2022-12-01 15:00:00,-0.0,0.016248299
A,2022-12-01 15:00:00,0.0,0.17304313
C,2022-12-01 16:00:00,0.0,0.0
B,2022-12-01 16:00:00,-0.0,0.0
A,2022-12-01 16:00:00,0.0,0.0
C,2022-12-01 17:00:00,0.0,0.0
B,2022-12-01 17:00:00,-0.0,0.0
A,2022-12-01 17:00:00,0.0,0.0
C,2022-12-01 18:00:00,0.0,0.0
B,2022-12-01 18:00:00,-0.0,0.0
A,2022-12-01 18:00:00,0.0,0.0
A,2022-12-01 19:00:00,0.0,0.0
B,2022-12-01 19:00:00,-0.0,0.0
C,2022-12-01 19:00:00,0.0,0.0
B,2022-12-01 20:00:00,-0.0,0.0
C,2022-12-01 20:00:00,0.0,0.0
A,2022-12-01 20:00:00,0.0,0.0
B,2022-12-01 21:00:00,-0.0,0.0
C,2022-12-01 21:00:00,0.0,0.0
A,2022-12-01 21:00:00,0.0,0.0
B,2022-12-01 22:00:00,-0.0,0.0
C,2022-12-01 22:00:00,0.0,0.0
A,2022-12-01 22:00:00,0.0,0.0
B,2022-12-01 23:00:00,-0.0,0.0
C,2022-12-01 23:00:00,-0.0,0.0
A,2022-12-01 23:00:00,0.0,0.0
B,2022-12-02 00:00:00,-0.0,0.0
C,2022-12-02 00:00:00,-0.0,0.0
A,2022-12-02 00:00:00,0.0,0.0
A,2022-12-02 01:00:00,0.0,0.0
B,2022-12-02 01:00:00,-0.0,0.0
C,2022-12-02 01:00:00,0.0,0.0
B,2022-12-02 02:00:00,-0.0,0.0
C,2022-12-02 02:00:00,0.0,0.0
A,2022-12-02 02:00:00,0.0,0.0
C,2022-12-02 03:00:00,0.0,0.0
A,2022-12-02 03:00:00,0.0,0.0
B,2022-12-02 03:00:00,-0.0,0.0
A,2022-12-02 04:00:00,0.0,0.0
B,2022-12-02 04:00:00,-0.0,0.0
C,2022-12-02 04:00:00,0.0,0.0
C,2022-12-02 05:00:00,0.0,0.0
A,2022-12-02 05:00:00,0.0,0.0038629174
B,2022-12-02 05:00:00,-0.0,0.0
C,2022-12-02 06:00:00,0.0,0.0
B,2022-12-02 06:00:00,-0.0,0.0
A,2022-12-02 06:00:00,0.0,0.51215434
B,2022-12-02 07:00:00,-0.0,0.0
A,2022-12-02 07:00:00,0.0,2.5761964
C,2022-12-02 07:00:00,0.0,0.02540695
B,2022-12-02 08:00:00,-0.0,0.060564805
A,2022-12-02 08:00:00,16.72,33.67638
C,2022-12-02 08:00:00,0.0,0.22093904
A,2022-12-02 09:00:00,509.08000000000004,482.6499
C,2022-12-02 09:00:00,0.0,2.9018173
B,2022-12-02 09:00:00,5.326800064328125,7.4152203
A,2022-12-02 10:00:00,1202.74,954.52747
B,2022-12-02 10:00:00,16.0816719011625,14.490908
C,2022-12-02 10:00:00,8.82,11.135271
A,2022-12-02 11:00:00,1169.08,942.4765
B,2022-12-02 11:00:00,13.167787671134374,14.85123
C,2022-12-02 11:00:00,20.580000000000002,14.056488
A,2022-12-02 12:00:00,752.4,412.49445
B,2022-12-02 12:00:00,7.17707825911875,11.257114
C,2022-12-02 12:00:00,23.52,7.6733313
C,2022-12-02 13:00:00,13.72,0.6253687
A,2022-12-02 13:00:00,56.980000000000004,57.461506
B,2022-12-02 13:00:00,3.588539129559375,0.9979688
A,2022-12-02 14:00:00,0.0,5.876689
C,2022-12-02 14:00:00,2.94,0.0
B,2022-12-02 14:00:00,-0.0,0.0
A,2022-12-02 15:00:00,0.0,0.13272205
B,2022-12-02 15:00:00,-0.0,0.0
C,2022-12-02 15:00:00,0.0,0.0
B,2022-12-02 16:00:00,-0.0,0.0
C,2022-12-02 16:00:00,0.0,0.0
A,2022-12-02 16:00:00,0.0,0.0
C,2022-12-02 17:00:00,0.0,0.0
A,2022-12-02 17:00:00,0.0,0.0
B,2022-12-02 17:00:00,-0.0,0.0
A,2022-12-02 18:00:00,0.0,0.0
B,2022-12-02 18:00:00,-0.0,0.0
C,2022-12-02 18:00:00,0.0,0.0
B,2022-12-02 19:00:00,-0.0,0.0
C,2022-12-02 19:00:00,0.0,0.0
A,2022-12-02 19:00:00,0.0,0.0
B,2022-12-02 20:00:00,-0.0,0.0
A,2022-12-02 20:00:00,0.0,0.0
C,2022-12-02 20:00:00,0.0,0.0
C,2022-12-02 21:00:00,0.0,0.0
A,2022-12-02 21:00:00,0.0,0.0
B,2022-12-02 21:00:00,-0.0,0.0
A,2022-12-02 22:00:00,0.0,0.0
B,2022-12-02 22:00:00,-0.0,0.0
C,2022-12-02 22:00:00,0.0,0.0
B,2022-12-02 23:00:00,-0.0,0.0
C,2022-12-02 23:00:00,-0.0,0.0
A,2022-12-02 23:00:00,0.0,0.0
A,2022-12-03 00:00:00,0.0,0.0
B,2022-12-03 00:00:00,-0.0,0.0
C,2022-12-03 00:00:00,-0.0,0.0
C,2022-12-03 01:00:00,0.0,0.0
A,2022-12-03 01:00:00,0.0,0.0
B,2022-12-03 01:00:00,-0.0,0.0
C,2022-12-03 02:00:00,0.0,0.0
A,2022-12-03 02:00:00,0.0,0.0
B,2022-12-03 02:00:00,-0.0,0.0
C,2022-12-03 03:00:00,0.0,0.0
A,2022-12-03 03:00:00,0.0,0.0
B,2022-12-03 03:00:00,-0.0,0.0
C,2022-12-03 04:00:00,0.0,0.0
B,2022-12-03 04:00:00,-0.0,0.0
A,2022-12-03 04:00:00,0.0,0.0
C,2022-12-03 05:00:00,0.0,0.0
B,2022-12-03 05:00:00,-0.0,0.0
A,2022-12-03 05:00:00,0.0,0.0
C,2022-12-03 06:00:00,0.0,0.0
A,2022-12-03 06:00:00,0.0,0.0
B,2022-12-03 06:00:00,-0.0,0.0
B,2022-12-03 07:00:00,-0.0,0.0
C,2022-12-03 07:00:00,0.0,0.0
A,2022-12-03 07:00:00,0.0,1.2899913
B,2022-12-03 08:00:00,-0.0,0.0
C,2022-12-03 08:00:00,0.0,0.048340365
A,2022-12-03 08:00:00,20.24,23.19587
C,2022-12-03 09:00:00,0.0,2.0893764
A,2022-12-03 09:00:00,548.24,351.01672
B,2022-12-03 09:00:00,3.9446437617156254,5.727853
B,2022-12-03 10:00:00,13.146153647315625,12.925778
C,2022-12-03 10:00:00,3.9200000000000004,9.638993
A,2022-12-03 10:00:00,1272.26,913.6334
A,2022-12-03 11:00:00,1070.74,889.43774
B,2022-12-03 11:00:00,11.360562581578128,12.579299
C,2022-12-03 11:00:00,15.680000000000001,12.29585
B,2022-12-03 12:00:00,5.7944187307375,6.028528
A,2022-12-03 12:00:00,685.3000000000001,382.41574
C,2022-12-03 12:00:00,15.680000000000001,5.509495
A,2022-12-03 13:00:00,44.220000000000006,43.284325
C,2022-12-03 13:00:00,10.780000000000001,0.6601005
B,2022-12-03 13:00:00,2.89720936536875,0.3085549
B,2022-12-03 14:00:00,-0.0,0.0
A,2022-12-03 14:00:00,0.0,1.1120696
C,2022-12-03 14:00:00,1.9600000000000002,0.0
B,2022-12-03 15:00:00,-0.0,0.0
C,2022-12-03 15:00:00,0.0,0.0
A,2022-12-03 15:00:00,0.0,0.0
A,2022-12-03 16:00:00,0.0,0.0
B,2022-12-03 16:00:00,-0.0,0.0
C,2022-12-03 16:00:00,0.0,0.0
B,2022-12-03 17:00:00,-0.0,0.0
C,2022-12-03 17:00:00,0.0,0.0
A,2022-12-03 17:00:00,0.0,0.0
A,2022-12-03 18:00:00,0.0,0.0
C,2022-12-03 18:00:00,0.0,0.0
B,2022-12-03 18:00:00,-0.0,0.0
A,2022-12-03 19:00:00,0.0,0.0
B,2022-12-03 19:00:00,-0.0,0.0
C,2022-12-03 19:00:00,0.0,0.0
B,2022-12-03 20:00:00,-0.0,0.0
C,2022-12-03 20:00:00,0.0,0.0
A,2022-12-03 20:00:00,0.0,0.0
B,2022-12-03 21:00:00,-0.0,0.0
A,2022-12-03 21:00:00,0.0,0.0
C,2022-12-03 21:00:00,0.0,0.0
C,2022-12-03 22:00:00,0.0,0.0
A,2022-12-03 22:00:00,0.0,0.0
B,2022-12-03 22:00:00,-0.0,0.0
B,2022-12-03 23:00:00,-0.0,0.0
C,2022-12-03 23:00:00,-0.0,0.0
A,2022-12-03 23:00:00,0.0,0.0
C,2022-12-04 00:00:00,-0.0,0.0
A,2022-12-04 00:00:00,0.0,0.0
B,2022-12-04 00:00:00,-0.0,0.0
A,2022-12-04 01:00:00,0.0,0.0
C,2022-12-04 01:00:00,0.0,0.0
B,2022-12-04 01:00:00,-0.0,0.0
B,2022-12-04 02:00:00,-0.0,0.0
C,2022-12-04 02:00:00,0.0,0.0
A,2022-12-04 02:00:00,0.0,0.0
B,2022-12-04 03:00:00,-0.0,0.0
A,2022-12-04 03:00:00,0.0,0.0
C,2022-12-04 03:00:00,0.0,0.0
A,2022-12-04 04:00:00,0.0,0.0
C,2022-12-04 04:00:00,0.0,0.0
B,2022-12-04 04:00:00,-0.0,0.0
C,2022-12-04 05:00:00,0.0,0.0
A,2022-12-04 05:00:00,0.0,0.0
B,2022-12-04 05:00:00,-0.0,0.0
C,2022-12-04 06:00:00,0.0,0.0
A,2022-12-04 06:00:00,0.0,0.0
B,2022-12-04 06:00:00,-0.0,0.0
C,2022-12-04 07:00:00,0.0,0.0
A,2022-12-04 07:00:00,0.0,0.0
B,2022-12-04 07:00:00,-0.0,0.0
A,2022-12-04 08:00:00,16.5,1.2361265
B,2022-12-04 08:00:00,-0.0,0.0
C,2022-12-04 08:00:00,0.0,0.15982734
A,2022-12-04 09:00:00,479.37999999999994,46.666073
B,2022-12-04 09:00:00,2.652331241375,1.9210587
C,2022-12-04 09:00:00,0.0,0.3600589
A,2022-12-04 10:00:00,1222.32,153.62048
B,2022-12-04 10:00:00,11.459462970493751,8.717356
C,2022-12-04 10:00:00,2.94,6.7782574
C,2022-12-04 11:00:00,11.76,8.315524
A,2022-12-04 11:00:00,1126.84,142.34886
B,2022-12-04 11:00:00,10.7764344327875,9.140512
C,2022-12-04 12:00:00,11.76,2.0396621
A,2022-12-04 12:00:00,671.88,65.97345
B,2022-12-04 12:00:00,7.87232508984375,3.2068102
A,2022-12-04 13:00:00,60.50000000000001,3.365597
C,2022-12-04 13:00:00,9.8,0.117298245
B,2022-12-04 13:00:00,3.936162544921875,0.11156146
A,2022-12-04 14:00:00,2.42,0.0
C,2022-12-04 14:00:00,2.94,0.0
B,2022-12-04 14:00:00,-0.0,0.0
A,2022-12-04 15:00:00,0.0,0.0
C,2022-12-04 15:00:00,0.0,0.0
B,2022-12-04 15:00:00,-0.0,0.0
C,2022-12-04 16:00:00,0.0,0.0
A,2022-12-04 16:00:00,0.0,0.0
B,2022-12-04 16:00:00,-0.0,0.0
C,2022-12-04 17:00:00,0.0,0.0
B,2022-12-04 17:00:00,-0.0,0.0
A,2022-12-04 17:00:00,0.0,0.0
A,2022-12-04 18:00:00,0.0,0.0
C,2022-12-04 18:00:00,0.0,0.0
B,2022-12-04 18:00:00,-0.0,0.0
B,2022-12-04 19:00:00,-0.0,0.0
C,2022-12-04 19:00:00,0.0,0.0
A,2022-12-04 19:00:00,0.0,0.0
C,2022-12-04 20:00:00,0.0,0.0
A,2022-12-04 20:00:00,0.0,0.0
B,2022-12-04 20:00:00,-0.0,0.0
B,2022-12-04 21:00:00,-0.0,0.0
C,2022-12-04 21:00:00,0.0,0.0
A,2022-12-04 21:00:00,0.0,0.0
A,2022-12-04 22:00:00,0.0,0.0
C,2022-12-04 22:00:00,0.0,0.0
B,2022-12-04 22:00:00,-0.0,0.0
B,2022-12-04 23:00:00,-0.0,0.0
C,2022-12-04 23:00:00,-0.0,0.0
A,2022-12-04 23:00:00,0.0,0.0
C,2022-12-05 00:00:00,-0.0,0.0
B,2022-12-05 00:00:00,-0.0,0.0
A,2022-12-05 00:00:00,0.0,0.0
B,2022-12-05 01:00:00,-0.0,0.0
C,2022-12-05 01:00:00,0.0,0.0
A,2022-12-05 01:00:00,0.0,0.0
C,2022-12-05 02:00:00,0.0,0.0
A,2022-12-05 02:00:00,0.0,0.0
B,2022-12-05 02:00:00,-0.0,0.0
A,2022-12-05 03:00:00,0.0,0.0
B,2022-12-05 03:00:00,-0.0,0.0
C,2022-12-05 03:00:00,0.0,0.0
B,2022-12-05 04:00:00,-0.0,0.0
A,2022-12-05 04:00:00,0.0,0.0
C,2022-12-05 04:00:00,0.0,0.0
A,2022-12-05 05:00:00,0.0,0.0
B,2022-12-05 05:00:00,-0.0,0.0
C,2022-12-05 05:00:00,0.0,0.0
A,2022-12-05 06:00:00,0.0,0.0
C,2022-12-05 06:00:00,0.0,0.0
B,2022-12-05 06:00:00,-0.0,0.0
C,2022-12-05 07:00:00,0.0,0.0
B,2022-12-05 07:00:00,-0.0,0.0
A,2022-12-05 07:00:00,0.0,0.0
B,2022-12-05 08:00:00,-0.0,0.0
C,2022-12-05 08:00:00,0.0,0.0
A,2022-12-05 08:00:00,0.0,0.87749916
B,2022-12-05 09:00:00,-0.0,0.36260444
C,2022-12-05 09:00:00,0.0,0.0
A,2022-12-05 09:00:00,2.42,12.402649
C,2022-12-05 10:00:00,0.0,4.4618196
B,2022-12-05 10:00:00,7.891731448806249,5.9204364
A,2022-12-05 10:00:00,90.42,85.76335
A,2022-12-05 11:00:00,569.58,80.05674
C,2022-12-05 11:00:00,0.9800000000000001,8.773
B,2022-12-05 11:00:00,21.243447011418752,6.0300245
B,2022-12-05 12:00:00,8.62234091206875,2.8445396
C,2022-12-05 12:00:00,9.8,1.4195198
A,2022-12-05 12:00:00,157.07999999999998,43.35328
A,2022-12-05 13:00:00,0.0,0.7388425
B,2022-12-05 13:00:00,4.311170456034375,0.0
C,2022-12-05 13:00:00,4.9,0.0
A,2022-12-05 14:00:00,0.0,0.0
B,2022-12-05 14:00:00,-0.0,0.0
A,2022-12-05 15:00:00,0.0,0.0
