id,prediction
476,107.93732
477,0.12057342
478,0.0
479,0.0
480,0.054687977
481,21.54511
482,122.01955
483,305.59766
484,723.36926
485,1697.3679
486,2767.0002
487,3739.8079
488,4401.5225
489,4821.9033
490,4974.591
491,4966.413
492,4807.71
493,4297.0107
494,3581.0415
495,2941.1997
496,2227.7517
497,1285.6204
498,615.72314
499,323.20575
500,123.4525
501,1.7889872
502,0.08025272
503,0.028845519
504,0.0
505,9.289193
506,99.598045
507,302.56827
508,710.6392
509,1630.7168
510,2754.067
511,3701.2202
512,4317.726
513,4587.9155
514,4535.8857
515,3981.3293
516,3839.2961
517,3545.125
518,2705.379
519,2226.1038
520,1620.0452
521,920.02795
522,477.7321
523,235.91025
524,42.74421
525,1.213476
526,0.032316394
527,0.0
528,0.0
529,3.3219352
530,46.260735
531,111.609924
532,276.86896
533,543.89355
534,841.1752
535,1117.5752
536,939.4767
537,656.43677
538,1557.3826
539,3425.9714
540,4006.3315
541,4118.7505
542,3587.2585
543,2785.644
544,1882.6459
545,1089.1993
546,508.5587
547,231.76143
548,100.20514
549,4.147879
550,0.0
551,0.0
552,0.0
553,1.0121223
554,13.60539
555,48.016655
556,103.03402
557,193.65094
558,330.93103
559,612.826
560,1031.5143
561,1210.0059
562,1181.0017
563,1289.8279
564,1345.5684
565,1674.0983
566,2546.3137
567,2396.021
568,1535.8802
569,851.31006
570,484.88754
571,202.2254
572,53.323174
573,0.7463497
574,0.0
575,0.0
576,0.11205592
577,23.509678
578,126.51621
579,311.97455
580,728.6813
581,1762.9343
582,2825.115
583,3682.493
584,4339.909
585,4702.051
586,4758.6245
587,4612.9673
588,4128.295
589,3626.248
590,2800.1367
591,2156.908
592,1676.218
593,1004.2494
594,486.02887
595,241.53159
596,115.806786
597,6.390091
598,0.40271607
599,0.36749846
600,0.0
601,17.848055
602,105.627426
603,276.60153
604,677.17224
605,1656.3816
606,2687.3577
607,3507.0398
608,4261.7603
609,4702.7344
610,4898.5093
611,4917.554
612,4776.4346
613,4119.27
614,3196.0425
615,2418.0518
616,1668.763
617,958.2249
618,518.327
619,259.06183
620,78.33694
621,1.1142267
622,0.0
623,0.0
624,0.0
625,2.5498874
626,57.73457
627,216.15161
628,386.08627
629,557.9869
630,778.4555
631,951.9876
632,1013.9567
633,1461.0638
634,1759.7408
635,1368.7814
636,1343.5024
637,1403.0414
638,1201.764
639,967.1996
640,669.2523
641,404.32892
642,210.64116
643,83.58985
644,20.198408
645,0.09460032
646,0.0
647,0.0
648,0.0
649,1.8436905
650,39.271034
651,81.69933
652,117.012856
653,202.8359
654,361.08307
655,603.80566
656,464.2309
657,326.8034
658,549.0068
659,766.1595
660,978.73175
661,892.2079
662,804.02563
663,700.2543
664,581.84247
665,412.62665
666,258.7852
667,114.072556
668,28.895676
669,0.44487247
670,0.0
671,0.0
672,0.0
673,14.773092
674,99.92914
675,262.89746
676,648.2089
677,1577.0189
678,2682.5815
679,3520.275
680,4209.5063
681,4623.7236
682,4680.8057
683,4453.6694
684,4253.7046
685,3813.452
686,2945.3013
687,2201.7144
688,1571.3761
689,828.54706
690,409.13492
691,211.40825
692,88.300125
693,1.2943426
694,0.21897312
695,0.20191221
696,0.0
697,0.84031916
698,42.76041
699,135.12321
700,314.71283
701,352.48767
702,461.12997
703,943.6107
704,1863.4775
705,2799.0298
706,3200.849
707,3576.9976
708,3496.0012
709,2330.9766
710,1417.8593
711,955.7829
712,687.8024
713,498.7077
714,320.6403
715,165.60623
716,63.716896
717,0.027801791
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,5.405165
724,52.01241
725,144.16115
726,283.4335
727,370.13257
728,402.65967
729,416.73022
730,405.37222
731,401.15967
732,395.50128
733,422.7475
734,394.44128
735,288.9796
736,199.02402
737,105.16998
738,42.01568
739,0.25692114
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,16.970783
748,94.66597
749,198.81973
750,308.58914
751,460.77142
752,611.7414
753,707.53076
754,738.5167
755,729.77356
756,704.2318
757,696.8312
758,623.8867
759,461.8448
760,259.55182
761,136.54005
762,76.60766
763,9.831442
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.33692154
771,35.696095
772,125.21401
773,294.31683
774,483.73453
775,665.1671
776,839.4725
777,947.69543
778,949.32764
779,875.92175
780,821.77966
781,762.7371
782,574.2643
783,385.67624
784,252.36507
785,168.48761
786,80.62749
787,18.49236
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.30394852
795,25.39503
796,98.28499
797,262.8775
798,456.99298
799,630.16156
800,736.08417
801,700.2533
802,727.51575
803,729.6733
804,684.53784
805,711.725
806,687.6339
807,551.52527
808,328.8375
809,141.26419
810,67.7872
811,22.553898
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,6.123136
819,49.81568
820,135.21472
821,285.49277
822,472.17157
823,635.81885
824,772.94763
825,894.1459
826,957.57733
827,976.39026
828,939.47424
829,852.1227
830,693.6745
831,503.73413
832,340.84247
833,187.01791
834,93.90646
835,32.020912
836,0.3902914
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,6.9848304
843,51.24038
844,150.38385
845,322.6845
846,494.77744
847,626.1784
848,668.90875
849,706.20514
850,729.6156
851,735.1529
852,727.7662
853,743.4927
854,651.9779
855,482.2535
856,299.23904
857,189.52216
858,97.03738
859,31.511057
860,0.57253015
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,7.166842
867,51.6659
868,153.1979
869,329.70807
870,512.22473
871,690.63464
872,845.1802
873,882.19745
874,856.3011
875,822.1536
876,766.37244
877,749.7657
878,626.09436
879,450.18375
880,299.2565
881,173.50706
882,88.53548
883,31.261118
884,0.1688897
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,1.533335
891,8.705949
892,12.998209
893,36.7661
894,72.57772
895,109.3386
896,141.71045
897,163.0172
898,192.28601
899,308.81512
900,451.9908
901,475.96405
902,427.84946
903,346.3672
904,235.18008
905,129.15001
906,65.63001
907,23.891182
908,0.4222417
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,4.9427223
915,27.271526
916,67.27592
917,133.40215
918,258.187
919,399.53287
920,345.2423
921,438.67545
922,497.50024
923,418.18808
924,488.0711
925,485.22476
926,430.0516
927,220.37167
928,134.50102
929,81.81733
930,28.53793
931,5.826856
932,0.082577564
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,4.9395285
939,13.956311
940,20.575779
941,58.740856
942,152.49945
943,264.92227
944,363.1061
945,380.2054
946,363.0509
947,368.1839
948,279.1602
949,221.0264
950,203.68222
951,174.37991
952,101.4364
953,61.637127
954,40.872673
955,7.308889
956,0.8064785
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,4.79621
963,19.764837
964,55.42811
965,144.34775
966,274.80048
967,382.03894
968,376.4765
969,227.25468
970,234.03503
971,270.46072
972,349.89087
973,323.1967
974,310.65555
975,319.12152
976,256.1416
977,160.10085
978,87.45767
979,37.060326
980,3.876967
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,11.142466
987,33.469505
988,82.7491
989,163.44528
990,250.06538
991,345.80048
992,420.37885
993,451.16666
994,451.92365
995,481.50067
996,458.73517
997,388.86407
998,346.7282
999,266.77612
1000,184.45071
1001,109.937965
1002,51.289673
1003,14.352605
1004,1.4500978
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.17753859
1010,15.131406
1011,34.913418
1012,73.93129
1013,134.9231
1014,231.88748
1015,276.61435
1016,336.76294
1017,445.25497
1018,478.68643
1019,436.69345
1020,367.0024
1021,336.05624
1022,283.3564
1023,217.30708
1024,158.13036
1025,112.7708
1026,64.30347
1027,28.7703
1028,5.9495044
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.08347075
1034,12.413816
1035,45.45083
1036,105.656944
1037,183.42117
1038,267.519
1039,386.9964
1040,502.05283
1041,537.7435
1042,539.33234
1043,514.8283
1044,457.2248
1045,364.05835
1046,278.53256
1047,206.61044
1048,146.84349
1049,87.30267
1050,47.31816
1051,19.993505
1052,4.057925
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,4.906753
1059,18.778301
1060,58.2909
1061,125.10808
1062,177.94815
1063,220.52768
1064,267.707
1065,319.62988
1066,342.586
1067,341.31152
1068,308.95908
1069,265.63458
1070,228.59915
1071,198.15259
1072,154.71523
1073,98.17453
1074,54.682533
1075,21.001514
1076,3.088057
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0468239
1082,8.146953
1083,30.59885
1084,67.449745
1085,116.75438
1086,174.58694
1087,251.64656
1088,359.50238
1089,439.83853
1090,466.82294
1091,487.72015
1092,481.97256
1093,380.0229
1094,279.3228
1095,232.76578
1096,202.8931
1097,152.73271
1098,80.18694
1099,25.561073
1100,2.2888348
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,6.097976
1107,22.549301
1108,55.447357
1109,102.62014
1110,142.83655
1111,175.59314
1112,216.79362
1113,265.98584
1114,305.2713
1115,335.60382
1116,381.31976
1117,347.72406
1118,252.3918
1119,201.27611
1120,182.2937
1121,160.2452
1122,100.24111
1123,43.13415
1124,9.40433
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,1.558173
1130,33.283207
1131,92.45291
1132,204.84444
1133,382.55255
1134,578.19446
1135,761.6421
1136,915.05304
1137,1001.62225
1138,1034.3118
1139,1038.1768
1140,992.65753
1141,899.9652
1142,732.45575
1143,565.3796
1144,398.20966
1145,251.20682
1146,130.23099
1147,56.71697
1148,15.023868
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.6112266
1154,27.312994
1155,88.9103
1156,201.07376
1157,318.68027
1158,460.04645
1159,595.11584
1160,764.0345
1161,861.2511
1162,780.40857
1163,647.2582
1164,446.3061
1165,306.83322
1166,275.7517
1167,288.24292
1168,246.1999
1169,150.68173
1170,75.12416
1171,31.437445
1172,10.258642
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.26183215
1178,12.2797575
1179,42.993008
1180,95.94358
1181,238.63167
1182,496.56754
1183,602.5121
1184,666.0238
1185,845.5592
1186,1037.6659
1187,1035.4172
1188,977.55664
1189,882.63837
1190,752.8106
1191,583.87476
1192,426.04108
1193,266.8134
1194,142.16864
1195,61.73002
1196,16.49421
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.77985156
1202,25.14534
1203,81.885704
1204,187.89494
1205,363.1454
1206,537.90344
1207,707.29865
1208,871.11554
1209,981.18
1210,1020.65704
1211,1020.3953
1212,971.6129
1213,878.40173
1214,725.692
1215,572.9083
1216,427.13297
1217,264.4578
1218,143.04346
1219,64.520676
1220,15.32766
1221,0.073365964
1222,0.0
1223,0.0
1224,0.0
1225,0.13398229
1226,20.462315
1227,72.93347
1228,183.6465
1229,344.24677
1230,534.1553
1231,705.6822
1232,831.9928
1233,902.65137
1234,900.96326
1235,781.22217
1236,755.7819
1237,693.47485
1238,558.2228
1239,449.74103
1240,322.73807
1241,201.32951
1242,106.4594
1243,47.751324
1244,7.3086233
1245,0.00926069
1246,0.0
1247,0.0
1248,0.0
1249,0.15619983
1250,7.8923235
1251,23.709213
1252,68.01815
1253,131.49228
1254,212.4687
1255,271.39435
1256,246.55847
1257,185.08875
1258,361.8053
1259,698.7245
1260,846.8234
1261,824.7842
1262,693.7037
1263,498.79803
1264,332.43842
1265,198.16412
1266,95.96205
1267,42.374763
1268,14.555041
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,1.931942
1275,9.525536
1276,23.379925
1277,49.60183
1278,82.91595
1279,142.82864
1280,235.24426
1281,271.92944
1282,269.9959
1283,293.30524
1284,302.3844
1285,380.48895
1286,544.4108
1287,504.06284
1288,322.42377
1289,193.86327
1290,111.26406
1291,48.102554
1292,11.104876
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.33125946
1298,24.061178
1299,76.40603
1300,178.84735
1301,338.67224
1302,531.7935
1303,675.1005
1304,820.409
1305,894.5568
1306,896.53534
1307,868.16144
1308,785.1329
1309,686.72363
1310,531.9843
1311,422.18857
1312,297.19403
1313,175.62798
1314,90.13581
1315,43.651894
1316,15.622139
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.17869551
1322,22.84078
1323,73.01213
1324,181.98758
1325,339.96112
1326,525.318
1327,681.98376
1328,846.092
1329,949.87854
1330,988.2801
1331,987.2072
1332,945.23846
1333,806.0901
1334,634.3182
1335,488.47055
1336,332.62503
1337,207.27795
1338,120.50533
1339,59.744324
1340,14.40623
1341,0.02553087
1342,0.0
1343,0.0
1344,0.0
1345,0.26205426
1346,11.13791
1347,53.18405
1348,97.42046
1349,151.65173
1350,191.22685
1351,223.93503
1352,236.86356
1353,317.3242
1354,377.22708
1355,311.88605
1356,313.73367
1357,343.29108
1358,284.92084
1359,234.87204
1360,172.26735
1361,92.74165
1362,49.953663
1363,16.087463
1364,3.4694142
1365,0.015886089
1366,0.0
1367,0.0
1368,0.0
1369,0.08435612
1370,5.3726597
1371,15.4026
1372,26.490835
1373,47.551807
1374,88.74574
1375,136.69205
1376,123.754234
1377,97.29332
1378,144.60536
1379,185.3407
1380,230.40784
1381,214.19983
1382,187.96262
1383,169.27898
1384,148.07944
1385,98.06109
1386,63.7442
1387,25.541391
1388,5.0244703
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.18170002
1394,17.504417
1395,55.834484
1396,148.96709
1397,296.8731
1398,490.9288
1399,649.64636
1400,796.5596
1401,883.5031
1402,882.09143
1403,844.5549
1404,822.6084
1405,735.83777
1406,574.04675
1407,436.18326
1408,297.53656
1409,181.52457
1410,96.188805
1411,44.924984
1412,13.895253
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,4.949071
1419,30.08967
1420,77.03336
1421,93.9234
1422,116.644066
1423,203.15375
1424,379.373
1425,546.08466
1426,620.56116
1427,722.4266
1428,698.88336
1429,509.7408
1430,319.385
1431,213.93217
1432,168.06479
1433,117.307175
1434,73.04184
1435,36.542824
1436,11.527671
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,5.421454
1444,39.870594
1445,100.58868
1446,218.49907
1447,311.66254
1448,295.97964
1449,278.97397
1450,279.5796
1451,304.75812
1452,181.96835
1453,303.21954
1454,328.94174
1455,250.55978
1456,172.55684
1457,98.68402
1458,37.68106
1459,0.11194497
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,14.318834
1468,74.46124
1469,160.14345
1470,258.42474
1471,387.6862
1472,521.3615
1473,626.44354
1474,653.04407
1475,648.4779
1476,643.1139
1477,638.9486
1478,560.86707
1479,417.7204
1480,246.88858
1481,133.72354
1482,56.406597
1483,7.2816925
1484,0.10880256
1485,0.0
1486,0.0
1487,0.120741986
1488,0.0
1489,0.0
1490,2.3787494
1491,30.72697
1492,90.87291
1493,203.93433
1494,368.80423
1495,549.06946
1496,689.3003
1497,799.7642
1498,811.3544
1499,764.23865
1500,740.7182
1501,692.60834
1502,513.6776
1503,339.24472
1504,225.205
1505,151.12595
1506,66.61235
1507,16.806223
1508,0.017935898
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.28560042
1515,29.358685
1516,83.49447
1517,195.08139
1518,349.15057
1519,511.4245
1520,610.11993
1521,618.57263
1522,663.2323
1523,658.6198
1524,597.7394
1525,606.558
1526,584.4259
1527,479.79132
1528,283.65744
1529,131.10086
1530,70.93142
1531,21.384434
1532,0.09751325
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,6.9175057
1539,43.81778
1540,105.76432
1541,205.06458
1542,366.72046
1543,516.03326
1544,653.4492
1545,768.24817
1546,838.1351
1547,853.2767
1548,808.1205
1549,740.2609
1550,604.8821
1551,438.06308
1552,279.56445
1553,163.78107
1554,87.76737
1555,24.986801
1556,0.740875
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,7.105633
1563,38.872543
1564,103.88912
1565,215.36385
1566,373.11465
1567,510.4749
1568,595.2374
1569,647.0043
1570,671.28503
1571,661.5209
1572,653.92834
1573,656.6455
1574,559.63684
1575,415.80234
1576,250.7869
1577,161.5082
1578,82.37059
1579,24.561403
1580,0.7255497
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,7.3265963
1587,40.05636
1588,104.08431
1589,219.1846
1590,386.96265
1591,567.54895
1592,690.90857
1593,741.43854
1594,753.7372
1595,737.9804
1596,695.6137
1597,668.76886
1598,540.36066
1599,388.60535
1600,254.87149
1601,153.95891
1602,84.186844
1603,26.91763
1604,0.04477254
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,1.1527826
1611,10.794563
1612,16.6297
1613,38.065464
1614,70.735634
1615,98.761856
1616,126.30544
1617,144.99963
1618,172.67319
1619,272.74893
1620,399.2819
1621,423.93048
1622,349.05453
1623,269.31378
1624,190.90219
1625,114.947914
1626,65.92016
1627,23.64319
1628,0.60840136
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,6.0165586
1635,33.328194
1636,63.308495
1637,118.59465
1638,225.75964
1639,354.1574
1640,408.1064
1641,419.70746
1642,468.19833
1643,365.65234
1644,444.164
1645,436.81598
1646,282.07416
1647,194.7764
1648,122.08561
1649,73.656815
1650,27.37318
1651,6.6015654
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,4.933178
1659,19.791555
1660,24.219769
1661,59.55365
1662,132.45135
1663,228.70947
1664,312.59174
1665,324.89575
1666,320.40482
1667,329.89542
1668,269.76346
1669,216.05461
1670,187.88438
1671,154.4968
1672,97.54624
1673,65.4864
1674,44.723583
1675,8.825414
1676,0.30741388
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,3.7703633
1683,23.68562
1684,56.043823
1685,121.91205
1686,234.83601
1687,329.65488
1688,332.89133
1689,205.41853
1690,209.23186
1691,240.51009
1692,318.6829
1693,293.34064
1694,283.92905
1695,275.5734
1696,215.05692
1697,139.28195
1698,83.196884
1699,33.849323
1700,3.2780757
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,9.24301
1707,40.73988
1708,84.2812
1709,153.92117
1710,232.09456
1711,301.59885
1712,361.9423
1713,392.23187
1714,396.09955
1715,425.08124
1716,402.9269
1717,349.65515
1718,322.89526
1719,258.92474
1720,180.40143
1721,107.46413
1722,60.71482
1723,19.004887
1724,0.62165123
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.04597903
1730,10.23734
1731,37.72171
1732,63.086815
1733,110.12534
1734,183.97363
1735,227.13025
1736,274.6921
1737,372.73965
1738,409.79922
1739,377.88202
1740,317.13852
1741,271.928
1742,233.61043
1743,191.76791
1744,141.44968
1745,101.669266
1746,60.744232
1747,28.563602
1748,3.1852283
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0048276396
1754,9.355083
1755,43.779648
1756,89.40758
1757,154.76134
1758,230.24802
1759,325.23053
1760,438.09003
1761,465.4021
1762,482.0122
1763,463.99762
1764,406.7524
1765,322.69385
1766,248.00945
1767,186.35191
1768,137.51515
1769,87.5109
1770,54.3552
1771,24.343378
1772,3.2667842
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,5.230492
1779,21.65504
1780,56.135365
1781,104.32101
1782,148.61812
1783,188.51778
1784,239.81308
1785,287.7146
1786,309.8824
1787,306.501
1788,278.0694
1789,234.76135
1790,200.20871
1791,175.38461
1792,135.30356
1793,90.92968
1794,54.462883
1795,23.921965
1796,2.1117961
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.07125063
1802,7.3794184
1803,32.487846
1804,64.11356
1805,104.70553
1806,155.25066
1807,226.81294
1808,309.40952
1809,385.8325
1810,408.7362
1811,422.73257
1812,417.8819
1813,322.22113
1814,246.66232
1815,207.86272
1816,182.26506
1817,142.62761
1818,82.05055
1819,33.182587
1820,2.512188
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.016618323
1826,6.9251633
1827,27.815308
1828,61.89726
1829,101.56897
1830,138.79654
1831,165.60611
1832,205.90779
1833,250.08951
1834,274.8327
1835,291.1147
1836,324.44534
1837,286.39087
1838,214.86465
1839,168.7543
1840,148.67062
1841,131.48991
1842,85.67607
1843,42.821194
1844,8.952025
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,1.0586247
1850,23.508327
1851,71.74681
1852,139.91873
1853,273.39047
1854,459.49457
1855,641.8898
1856,767.70526
1857,874.7826
1858,917.05927
1859,923.29865
1860,886.2279
1861,775.8644
1862,641.5084
1863,494.6705
1864,349.86157
1865,225.4865
1866,113.17047
1867,49.233967
1868,12.957288
1869,0.049455993
1870,0.0
1871,0.0
1872,0.0
