location,time,pv_measurement,preds
B,2022-11-12 12:00:00,58.9982353709,51.601654
A,2022-11-12 12:00:00,361.9,285.7155
B,2022-11-12 13:00:00,17.040557181428124,21.222723
C,2022-11-12 13:00:00,64.68,17.895088
A,2022-11-12 13:00:00,105.60000000000001,139.44324
A,2022-11-12 14:00:00,1.1,1.086256
B,2022-11-12 14:00:00,8.520278590714062,0.0
C,2022-11-12 14:00:00,18.62,0.048845664
B,2022-11-12 15:00:00,-0.0,0.0
A,2022-11-12 15:00:00,0.0,0.0
C,2022-11-12 15:00:00,0.0,0.0
C,2022-11-12 16:00:00,0.0,0.0
B,2022-11-12 16:00:00,-0.0,0.0
A,2022-11-12 16:00:00,0.0,0.0
A,2022-11-12 17:00:00,0.0,0.0
C,2022-11-12 17:00:00,0.0,0.0
B,2022-11-12 17:00:00,-0.0,0.0
A,2022-11-12 18:00:00,0.0,0.0
C,2022-11-12 18:00:00,0.0,0.0
B,2022-11-12 18:00:00,-0.0,0.0
C,2022-11-12 19:00:00,0.0,0.0
B,2022-11-12 19:00:00,-0.0,0.0
A,2022-11-12 19:00:00,0.0,0.0
B,2022-11-12 20:00:00,-0.0,0.0
C,2022-11-12 20:00:00,0.0,0.0
A,2022-11-12 20:00:00,0.0,0.0
B,2022-11-12 21:00:00,-0.0,0.0
C,2022-11-12 21:00:00,0.0,0.0
A,2022-11-12 21:00:00,0.0,0.0
C,2022-11-12 22:00:00,0.0,0.0
A,2022-11-12 22:00:00,0.0,0.0
B,2022-11-12 22:00:00,-0.0,0.0
C,2022-11-12 23:00:00,-0.0,0.0
B,2022-11-12 23:00:00,-0.0,0.0
A,2022-11-12 23:00:00,0.0,0.0
C,2022-11-13 00:00:00,-0.0,0.0
B,2022-11-13 00:00:00,-0.0,0.0
A,2022-11-13 00:00:00,0.0,0.0
C,2022-11-13 01:00:00,0.0,0.0
B,2022-11-13 01:00:00,-0.0,0.0
A,2022-11-13 01:00:00,0.0,0.0
A,2022-11-13 02:00:00,0.0,0.0
C,2022-11-13 02:00:00,0.0,0.0
B,2022-11-13 02:00:00,-0.0,0.0
C,2022-11-13 03:00:00,0.0,0.0
B,2022-11-13 03:00:00,-0.0,0.0
A,2022-11-13 03:00:00,0.0,0.0
C,2022-11-13 04:00:00,0.0,0.0
B,2022-11-13 04:00:00,-0.0,0.0
A,2022-11-13 04:00:00,0.0,0.0
B,2022-11-13 05:00:00,-0.0,0.0
A,2022-11-13 05:00:00,0.0,0.0
C,2022-11-13 05:00:00,0.0,0.0
B,2022-11-13 06:00:00,-0.0,0.0
A,2022-11-13 06:00:00,0.0,0.0
C,2022-11-13 06:00:00,0.0,0.0
C,2022-11-13 07:00:00,0.0,0.28440127
B,2022-11-13 07:00:00,0.022353125862500003,0.0
A,2022-11-13 07:00:00,10.780000000000001,0.0
B,2022-11-13 08:00:00,18.648471739228125,5.1926103
A,2022-11-13 08:00:00,170.94,55.871685
C,2022-11-13 08:00:00,0.0,5.6600432
B,2022-11-13 09:00:00,68.24121746420937,25.39322
A,2022-11-13 09:00:00,1008.04,178.45772
C,2022-11-13 09:00:00,18.62,23.529667
C,2022-11-13 10:00:00,51.940000000000005,41.5707
B,2022-11-13 10:00:00,80.45802831652813,47.123695
A,2022-11-13 10:00:00,1589.94,242.32304
B,2022-11-13 11:00:00,60.6635786295625,49.323948
C,2022-11-13 11:00:00,67.62,53.288307
A,2022-11-13 11:00:00,1984.62,201.7109
C,2022-11-13 12:00:00,68.60000000000001,52.634083
B,2022-11-13 12:00:00,37.90586824709062,48.72297
A,2022-11-13 12:00:00,1211.54,284.52728
B,2022-11-13 13:00:00,20.536125661753125,19.67064
A,2022-11-13 13:00:00,218.68000000000004,164.94923
C,2022-11-13 13:00:00,49.0,26.850134
A,2022-11-13 14:00:00,16.279999999999998,5.646262
C,2022-11-13 14:00:00,27.44,0.82220495
B,2022-11-13 14:00:00,0.39955314110000006,0.08344712
A,2022-11-13 15:00:00,0.0,0.0
C,2022-11-13 15:00:00,4.9,0.0
B,2022-11-13 15:00:00,-0.0,0.0
C,2022-11-13 16:00:00,0.0,0.0
B,2022-11-13 16:00:00,-0.0,0.0
A,2022-11-13 16:00:00,0.0,0.0
B,2022-11-13 17:00:00,-0.0,0.0
A,2022-11-13 17:00:00,0.0,0.0
C,2022-11-13 17:00:00,0.0,0.0
A,2022-11-13 18:00:00,0.0,0.0
C,2022-11-13 18:00:00,0.0,0.0
B,2022-11-13 18:00:00,-0.0,0.0
B,2022-11-13 19:00:00,-0.0,0.0
A,2022-11-13 19:00:00,0.0,0.0
C,2022-11-13 19:00:00,0.0,0.0
A,2022-11-13 20:00:00,0.0,0.0
C,2022-11-13 20:00:00,0.0,0.0
B,2022-11-13 20:00:00,-0.0,0.0
B,2022-11-13 21:00:00,-0.0,0.0
A,2022-11-13 21:00:00,0.0,0.0
C,2022-11-13 21:00:00,0.0,0.0
A,2022-11-13 22:00:00,0.0,0.0
C,2022-11-13 22:00:00,0.0,0.0
B,2022-11-13 22:00:00,-0.0,0.0
C,2022-11-13 23:00:00,-0.0,0.0
B,2022-11-13 23:00:00,-0.0,0.0
A,2022-11-13 23:00:00,0.0,0.0
B,2022-11-14 00:00:00,-0.0,0.0
A,2022-11-14 00:00:00,0.0,0.0
C,2022-11-14 00:00:00,-0.0,0.0
C,2022-11-14 01:00:00,0.0,0.0
B,2022-11-14 01:00:00,-0.0,0.0
A,2022-11-14 01:00:00,0.0,0.0
C,2022-11-14 02:00:00,0.0,0.0
B,2022-11-14 02:00:00,-0.0,0.0
A,2022-11-14 02:00:00,0.0,0.0
B,2022-11-14 03:00:00,-0.0,0.0
A,2022-11-14 03:00:00,0.0,0.0
C,2022-11-14 03:00:00,0.0,0.0
A,2022-11-14 04:00:00,0.0,0.0
B,2022-11-14 04:00:00,-0.0,0.0
C,2022-11-14 04:00:00,0.0,0.0
B,2022-11-14 05:00:00,-0.0,0.0
C,2022-11-14 05:00:00,0.0,0.0
A,2022-11-14 05:00:00,0.0,0.0
C,2022-11-14 06:00:00,0.0,0.0
B,2022-11-14 06:00:00,-0.0,0.0
A,2022-11-14 06:00:00,0.0,0.0
B,2022-11-14 07:00:00,-0.0,0.0
A,2022-11-14 07:00:00,4.4,0.0
C,2022-11-14 07:00:00,0.0,0.0
A,2022-11-14 08:00:00,94.16,163.24313
B,2022-11-14 08:00:00,12.115034498912502,15.325533
C,2022-11-14 08:00:00,0.0,12.044343
A,2022-11-14 09:00:00,643.06,228.1293
B,2022-11-14 09:00:00,62.230741396650004,37.588898
C,2022-11-14 09:00:00,17.64,35.645905
C,2022-11-14 10:00:00,58.800000000000004,55.74778
A,2022-11-14 10:00:00,1580.7,279.26544
B,2022-11-14 10:00:00,80.0213129223375,53.672638
B,2022-11-14 11:00:00,59.01182028654375,53.819103
C,2022-11-14 11:00:00,61.74,61.859455
A,2022-11-14 11:00:00,1492.7,406.86087
A,2022-11-14 12:00:00,1113.42,458.11963
B,2022-11-14 12:00:00,37.3233226388875,42.4387
C,2022-11-14 12:00:00,58.800000000000004,48.323277
C,2022-11-14 13:00:00,46.06,26.528301
A,2022-11-14 13:00:00,452.32,208.84103
B,2022-11-14 13:00:00,15.303338263025,13.674929
A,2022-11-14 14:00:00,18.92,9.142232
B,2022-11-14 14:00:00,0.17925619983125002,0.0
C,2022-11-14 14:00:00,24.5,0.9448306
A,2022-11-14 15:00:00,0.0,0.0
C,2022-11-14 15:00:00,2.94,0.0
B,2022-11-14 15:00:00,-0.0,0.0
C,2022-11-14 16:00:00,0.0,0.0
B,2022-11-14 16:00:00,-0.0,0.0
A,2022-11-14 16:00:00,0.0,0.0
C,2022-11-14 17:00:00,0.0,0.0
B,2022-11-14 17:00:00,-0.0,0.0
A,2022-11-14 17:00:00,0.0,0.0
B,2022-11-14 18:00:00,-0.0,0.0
C,2022-11-14 18:00:00,0.0,0.0
A,2022-11-14 18:00:00,0.0,0.0
C,2022-11-14 19:00:00,0.0,0.0
A,2022-11-14 19:00:00,0.0,0.0
B,2022-11-14 19:00:00,-0.0,0.0
A,2022-11-14 20:00:00,0.0,0.0
B,2022-11-14 20:00:00,-0.0,0.0
C,2022-11-14 20:00:00,0.0,0.0
B,2022-11-14 21:00:00,-0.0,0.0
C,2022-11-14 21:00:00,0.0,0.0
A,2022-11-14 21:00:00,0.0,0.0
C,2022-11-14 22:00:00,0.0,0.0
B,2022-11-14 22:00:00,-0.0,0.0
A,2022-11-14 22:00:00,0.0,0.0
B,2022-11-14 23:00:00,-0.0,0.0
A,2022-11-14 23:00:00,0.0,0.0
C,2022-11-14 23:00:00,-0.0,0.0
A,2022-11-15 00:00:00,0.0,0.0
C,2022-11-15 00:00:00,-0.0,0.0
B,2022-11-15 00:00:00,-0.0,0.0
B,2022-11-15 01:00:00,-0.0,0.0
C,2022-11-15 01:00:00,0.0,0.0
A,2022-11-15 01:00:00,0.0,0.0
C,2022-11-15 02:00:00,0.0,0.0
A,2022-11-15 02:00:00,0.0,0.0
B,2022-11-15 02:00:00,-0.0,0.0
A,2022-11-15 03:00:00,0.0,0.0
B,2022-11-15 03:00:00,-0.0,0.0
C,2022-11-15 03:00:00,0.0,0.0
B,2022-11-15 04:00:00,-0.0,0.0
C,2022-11-15 04:00:00,0.0,0.0
A,2022-11-15 04:00:00,0.0,0.0
A,2022-11-15 05:00:00,0.0,0.60246044
B,2022-11-15 05:00:00,-0.0,0.0
C,2022-11-15 05:00:00,0.0,0.0
B,2022-11-15 06:00:00,-0.0,0.0
C,2022-11-15 06:00:00,0.0,0.0
A,2022-11-15 06:00:00,0.0,0.9246173
C,2022-11-15 07:00:00,0.0,0.0
A,2022-11-15 07:00:00,11.0,1.0721531
B,2022-11-15 07:00:00,-0.0,0.0
C,2022-11-15 08:00:00,0.0,10.434674
B,2022-11-15 08:00:00,9.353022246809376,14.204752
A,2022-11-15 08:00:00,740.52,255.6687
B,2022-11-15 09:00:00,42.88206160062813,38.71673
C,2022-11-15 09:00:00,11.76,26.26501
A,2022-11-15 09:00:00,1952.9399999999998,647.4608
A,2022-11-15 10:00:00,2292.4,1109.5035
B,2022-11-15 10:00:00,55.15507860476563,46.787964
C,2022-11-15 10:00:00,40.18000000000001,42.14599
B,2022-11-15 11:00:00,36.54355151950937,48.582542
A,2022-11-15 11:00:00,2142.8,1162.6857
C,2022-11-15 11:00:00,58.800000000000004,46.53617
A,2022-11-15 12:00:00,1505.68,802.0765
C,2022-11-15 12:00:00,59.78000000000001,36.186806
B,2022-11-15 12:00:00,23.00244381260313,36.87011
C,2022-11-15 13:00:00,42.14,17.815548
A,2022-11-15 13:00:00,587.8399999999999,268.62894
B,2022-11-15 13:00:00,8.33563114175625,16.071423
A,2022-11-15 14:00:00,9.02,7.579783
B,2022-11-15 14:00:00,4.167815570878125,0.0
C,2022-11-15 14:00:00,20.580000000000002,0.0
B,2022-11-15 15:00:00,-0.0,0.0
C,2022-11-15 15:00:00,1.9600000000000002,0.0
A,2022-11-15 15:00:00,0.0,0.6089253
A,2022-11-15 16:00:00,0.0,0.26703852
C,2022-11-15 16:00:00,0.0,0.0
B,2022-11-15 16:00:00,-0.0,0.0
B,2022-11-15 17:00:00,-0.0,0.0
A,2022-11-15 17:00:00,0.0,0.0
C,2022-11-15 17:00:00,0.0,0.0
A,2022-11-15 18:00:00,0.0,0.0
C,2022-11-15 18:00:00,0.0,0.0
B,2022-11-15 18:00:00,-0.0,0.0
C,2022-11-15 19:00:00,0.0,0.0
B,2022-11-15 19:00:00,-0.0,0.0
A,2022-11-15 19:00:00,0.0,0.0
B,2022-11-15 20:00:00,-0.0,0.0
A,2022-11-15 20:00:00,0.0,0.0
C,2022-11-15 20:00:00,0.0,0.0
C,2022-11-15 21:00:00,0.0,0.0
A,2022-11-15 21:00:00,0.0,0.0
B,2022-11-15 21:00:00,-0.0,0.0
B,2022-11-15 22:00:00,-0.0,0.0
C,2022-11-15 22:00:00,0.0,0.0
A,2022-11-15 22:00:00,0.0,0.0
A,2022-11-15 23:00:00,0.0,0.0
B,2022-11-15 23:00:00,-0.0,0.0
C,2022-11-15 23:00:00,-0.0,0.0
A,2022-11-16 00:00:00,0.0,0.0
B,2022-11-16 00:00:00,-0.0,0.0
C,2022-11-16 00:00:00,-0.0,0.0
A,2022-11-16 01:00:00,0.0,0.0
B,2022-11-16 01:00:00,-0.0,0.0
C,2022-11-16 01:00:00,0.0,0.0
A,2022-11-16 02:00:00,0.0,0.0
C,2022-11-16 02:00:00,0.0,0.0
B,2022-11-16 02:00:00,-0.0,0.0
A,2022-11-16 03:00:00,0.0,0.0
B,2022-11-16 03:00:00,-0.0,0.0
C,2022-11-16 03:00:00,0.0,0.0
A,2022-11-16 04:00:00,0.0,0.0
B,2022-11-16 04:00:00,-0.0,0.0
C,2022-11-16 04:00:00,0.0,0.0
A,2022-11-16 05:00:00,0.0,0.0
B,2022-11-16 05:00:00,-0.0,0.0
C,2022-11-16 05:00:00,0.0,0.0
A,2022-11-16 06:00:00,0.0,0.0
B,2022-11-16 06:00:00,-0.0,0.0
C,2022-11-16 06:00:00,0.0,0.0
B,2022-11-16 07:00:00,-0.0,0.0
C,2022-11-16 07:00:00,0.0,0.0
A,2022-11-16 07:00:00,10.12,0.0
C,2022-11-16 08:00:00,0.0,8.277422
A,2022-11-16 08:00:00,633.8199999999999,208.32442
B,2022-11-16 08:00:00,7.6654689958125,12.632225
C,2022-11-16 09:00:00,10.780000000000001,24.568127
A,2022-11-16 09:00:00,1887.1600000000003,809.4252
B,2022-11-16 09:00:00,39.756649531446875,32.7639
C,2022-11-16 10:00:00,35.28,43.470375
B,2022-11-16 10:00:00,53.84975732855625,46.192406
A,2022-11-16 10:00:00,2238.94,1312.7001
C,2022-11-16 11:00:00,55.86000000000001,50.00225
B,2022-11-16 11:00:00,35.88884188985625,47.662056
A,2022-11-16 11:00:00,2084.28,1294.1997
B,2022-11-16 12:00:00,22.971465773996876,35.02848
A,2022-11-16 12:00:00,1440.78,892.90753
C,2022-11-16 12:00:00,57.82,40.240543
A,2022-11-16 13:00:00,532.1800000000001,269.85266
C,2022-11-16 13:00:00,40.18000000000001,17.104908
B,2022-11-16 13:00:00,8.813599925968752,14.365927
B,2022-11-16 14:00:00,4.406799962984376,0.0
C,2022-11-16 14:00:00,19.6,0.0
A,2022-11-16 14:00:00,13.42,1.2034103
A,2022-11-16 15:00:00,0.0,0.0
C,2022-11-16 15:00:00,1.9600000000000002,0.0
B,2022-11-16 15:00:00,-0.0,0.0
C,2022-11-16 16:00:00,0.0,0.0
B,2022-11-16 16:00:00,-0.0,0.0
A,2022-11-16 16:00:00,0.0,0.023114368
B,2022-11-16 17:00:00,-0.0,0.0
C,2022-11-16 17:00:00,0.0,0.0
A,2022-11-16 17:00:00,0.0,0.0
C,2022-11-16 18:00:00,0.0,0.0
B,2022-11-16 18:00:00,-0.0,0.0
A,2022-11-16 18:00:00,0.0,0.0
B,2022-11-16 19:00:00,-0.0,0.0
C,2022-11-16 19:00:00,0.0,0.0
A,2022-11-16 19:00:00,0.0,0.0
A,2022-11-16 20:00:00,0.0,0.0
C,2022-11-16 20:00:00,0.0,0.0
B,2022-11-16 20:00:00,-0.0,0.0
A,2022-11-16 21:00:00,0.0,0.0
C,2022-11-16 21:00:00,0.0,0.0
B,2022-11-16 21:00:00,-0.0,0.0
A,2022-11-16 22:00:00,0.0,0.0
B,2022-11-16 22:00:00,-0.0,0.0
C,2022-11-16 22:00:00,0.0,0.0
C,2022-11-16 23:00:00,-0.0,0.0
B,2022-11-16 23:00:00,-0.0,0.0
A,2022-11-16 23:00:00,0.0,0.0
C,2022-11-17 00:00:00,-0.0,0.0
A,2022-11-17 00:00:00,0.0,0.0
B,2022-11-17 00:00:00,-0.0,0.0
A,2022-11-17 01:00:00,0.0,0.0
C,2022-11-17 01:00:00,0.0,0.0
B,2022-11-17 01:00:00,-0.0,0.0
A,2022-11-17 02:00:00,0.0,0.0
C,2022-11-17 02:00:00,0.0,0.0
B,2022-11-17 02:00:00,-0.0,0.0
A,2022-11-17 03:00:00,0.0,0.0
C,2022-11-17 03:00:00,0.0,0.0
B,2022-11-17 03:00:00,-0.0,0.0
A,2022-11-17 04:00:00,0.0,0.0
C,2022-11-17 04:00:00,0.0,0.0
B,2022-11-17 04:00:00,-0.0,0.0
A,2022-11-17 05:00:00,0.0,0.0
C,2022-11-17 05:00:00,0.0,0.0
B,2022-11-17 05:00:00,-0.0,0.0
C,2022-11-17 06:00:00,0.0,0.0
A,2022-11-17 06:00:00,0.0,0.0
B,2022-11-17 06:00:00,-0.0,0.0
C,2022-11-17 07:00:00,0.0,0.0
A,2022-11-17 07:00:00,7.260000000000001,0.0
B,2022-11-17 07:00:00,-0.0,0.0
A,2022-11-17 08:00:00,499.4,248.73164
B,2022-11-17 08:00:00,5.8786564250875,12.052557
C,2022-11-17 08:00:00,0.0,7.830369
B,2022-11-17 09:00:00,36.23743556445937,31.219095
A,2022-11-17 09:00:00,1772.1,961.4481
C,2022-11-17 09:00:00,9.8,22.128843
C,2022-11-17 10:00:00,37.24,42.376595
B,2022-11-17 10:00:00,50.43058991437188,41.808933
A,2022-11-17 10:00:00,2113.54,1370.3157
C,2022-11-17 11:00:00,61.74,49.667904
B,2022-11-17 11:00:00,34.627075523178114,41.216415
A,2022-11-17 11:00:00,1957.3400000000001,1234.3846
A,2022-11-17 12:00:00,1376.9799999999998,751.326
C,2022-11-17 12:00:00,63.7,39.614452
B,2022-11-17 12:00:00,21.143756251796873,30.81806
C,2022-11-17 13:00:00,40.18000000000001,16.344034
B,2022-11-17 13:00:00,7.133737633184374,12.984021
A,2022-11-17 13:00:00,466.17999999999995,228.3123
B,2022-11-17 14:00:00,3.566868816592187,0.0
A,2022-11-17 14:00:00,9.02,1.4082735
C,2022-11-17 14:00:00,19.6,0.0
C,2022-11-17 15:00:00,1.9600000000000002,0.0
A,2022-11-17 15:00:00,0.0,0.09227951
B,2022-11-17 15:00:00,-0.0,0.0
A,2022-11-17 16:00:00,0.0,0.0
B,2022-11-17 16:00:00,-0.0,0.0
C,2022-11-17 16:00:00,0.0,0.0
A,2022-11-17 17:00:00,0.0,0.0
B,2022-11-17 17:00:00,-0.0,0.0
C,2022-11-17 17:00:00,0.0,0.0
A,2022-11-17 18:00:00,0.0,0.0
B,2022-11-17 18:00:00,-0.0,0.0
C,2022-11-17 18:00:00,0.0,0.0
A,2022-11-17 19:00:00,0.0,0.0
C,2022-11-17 19:00:00,0.0,0.0
B,2022-11-17 19:00:00,-0.0,0.0
A,2022-11-17 20:00:00,0.0,0.0
C,2022-11-17 20:00:00,0.0,0.0
B,2022-11-17 20:00:00,-0.0,0.0
B,2022-11-17 21:00:00,-0.0,0.0
A,2022-11-17 21:00:00,0.0,0.0
C,2022-11-17 21:00:00,0.0,0.0
B,2022-11-17 22:00:00,-0.0,0.0
C,2022-11-17 22:00:00,0.0,0.0
A,2022-11-17 22:00:00,0.0,0.0
B,2022-11-17 23:00:00,-0.0,0.0
C,2022-11-17 23:00:00,-0.0,0.0
A,2022-11-17 23:00:00,0.0,0.0
B,2022-11-18 00:00:00,-0.0,0.0
A,2022-11-18 00:00:00,0.0,0.0
C,2022-11-18 00:00:00,-0.0,0.0
C,2022-11-18 01:00:00,0.0,0.0
B,2022-11-18 01:00:00,-0.0,0.0
A,2022-11-18 01:00:00,0.0,0.0
A,2022-11-18 02:00:00,0.0,0.0
C,2022-11-18 02:00:00,0.0,0.0
B,2022-11-18 02:00:00,-0.0,0.0
C,2022-11-18 03:00:00,0.0,0.0
B,2022-11-18 03:00:00,-0.0,0.0
A,2022-11-18 03:00:00,0.0,0.0
A,2022-11-18 04:00:00,0.0,0.0
B,2022-11-18 04:00:00,-0.0,0.0
C,2022-11-18 04:00:00,0.0,0.0
B,2022-11-18 05:00:00,-0.0,0.0
C,2022-11-18 05:00:00,0.0,0.0
A,2022-11-18 05:00:00,0.0,0.0
A,2022-11-18 06:00:00,0.0,0.0
B,2022-11-18 06:00:00,-0.0,0.0
C,2022-11-18 06:00:00,0.0,0.0
C,2022-11-18 07:00:00,0.0,0.0
A,2022-11-18 07:00:00,5.28,0.11722531
B,2022-11-18 07:00:00,-0.0,0.0
A,2022-11-18 08:00:00,420.2,183.60167
B,2022-11-18 08:00:00,-0.0,7.912009
C,2022-11-18 08:00:00,0.0,3.1227822
B,2022-11-18 09:00:00,-0.0,30.268337
C,2022-11-18 09:00:00,7.840000000000001,16.809015
A,2022-11-18 09:00:00,1728.54,881.4294
C,2022-11-18 10:00:00,30.380000000000003,36.19575
B,2022-11-18 10:00:00,34.95403680214687,44.359554
A,2022-11-18 10:00:00,2084.5000000000005,1337.3066
C,2022-11-18 11:00:00,43.120000000000005,42.51743
B,2022-11-18 11:00:00,33.112381644521875,44.672585
A,2022-11-18 11:00:00,1938.6400000000003,1307.8561
B,2022-11-18 12:00:00,20.071310061909376,32.406116
A,2022-11-18 12:00:00,1315.1599999999999,899.2505
C,2022-11-18 12:00:00,49.0,36.27133
C,2022-11-18 13:00:00,35.28,13.539769
B,2022-11-18 13:00:00,6.214959505453125,10.9450445
A,2022-11-18 13:00:00,400.40000000000003,203.85086
B,2022-11-18 14:00:00,3.1074797527265625,0.0
A,2022-11-18 14:00:00,8.36,1.4596906
C,2022-11-18 14:00:00,16.66,0.0
C,2022-11-18 15:00:00,1.9600000000000002,0.0
B,2022-11-18 15:00:00,-0.0,0.0
A,2022-11-18 15:00:00,0.0,0.0
B,2022-11-18 16:00:00,-0.0,0.0
A,2022-11-18 16:00:00,0.0,0.0
C,2022-11-18 16:00:00,0.0,0.0
B,2022-11-18 17:00:00,-0.0,0.0
A,2022-11-18 17:00:00,0.0,0.0
C,2022-11-18 17:00:00,0.0,0.0
C,2022-11-18 18:00:00,0.0,0.0
A,2022-11-18 18:00:00,0.0,0.0
B,2022-11-18 18:00:00,-0.0,0.0
C,2022-11-18 19:00:00,0.0,0.0
A,2022-11-18 19:00:00,0.0,0.0
B,2022-11-18 19:00:00,-0.0,0.0
A,2022-11-18 20:00:00,0.0,0.0
B,2022-11-18 20:00:00,-0.0,0.0
C,2022-11-18 20:00:00,0.0,0.0
B,2022-11-18 21:00:00,-0.0,0.0
C,2022-11-18 21:00:00,0.0,0.0
A,2022-11-18 21:00:00,0.0,0.0
C,2022-11-18 22:00:00,0.0,0.0
A,2022-11-18 22:00:00,0.0,0.0
B,2022-11-18 22:00:00,-0.0,0.0
C,2022-11-18 23:00:00,-0.0,0.0
B,2022-11-18 23:00:00,-0.0,0.0
A,2022-11-18 23:00:00,0.0,0.0
A,2022-11-19 00:00:00,0.0,0.0
C,2022-11-19 00:00:00,-0.0,0.0
B,2022-11-19 00:00:00,-0.0,0.0
C,2022-11-19 01:00:00,0.0,0.0
B,2022-11-19 01:00:00,-0.0,0.0
A,2022-11-19 01:00:00,0.0,0.0
C,2022-11-19 02:00:00,0.0,0.0
B,2022-11-19 02:00:00,-0.0,0.0
A,2022-11-19 02:00:00,0.0,0.0
C,2022-11-19 03:00:00,0.0,0.0
B,2022-11-19 03:00:00,-0.0,0.0
A,2022-11-19 03:00:00,0.0,0.0
A,2022-11-19 04:00:00,0.0,0.0
C,2022-11-19 04:00:00,0.0,0.0
B,2022-11-19 04:00:00,-0.0,0.0
C,2022-11-19 05:00:00,0.0,0.0
A,2022-11-19 05:00:00,0.0,0.0
B,2022-11-19 05:00:00,-0.0,0.0
B,2022-11-19 06:00:00,-0.0,0.0
C,2022-11-19 06:00:00,0.0,0.0
A,2022-11-19 06:00:00,0.0,0.0
C,2022-11-19 07:00:00,0.0,0.0
A,2022-11-19 07:00:00,4.619999999999999,0.0
B,2022-11-19 07:00:00,-0.0,0.0
C,2022-11-19 08:00:00,0.0,1.6776396
B,2022-11-19 08:00:00,3.5849094935218755,1.9352925
A,2022-11-19 08:00:00,340.55999999999995,135.3503
C,2022-11-19 09:00:00,5.88,19.180115
A,2022-11-19 09:00:00,1665.62,1078.4199
B,2022-11-19 09:00:00,30.981862366240623,35.33989
A,2022-11-19 10:00:00,2013.4400000000003,1360.6765
C,2022-11-19 10:00:00,24.5,36.773952
